age= 0 month,,
D_WeekNo,RSV Negative,RSV Positive
201215,37,
201216,50,
201217,48,
201218,48,
201219,38,
201220,45,
201221,38,
201222,44,
201223,21,
201224,32,
201225,31,1
201226,33,
201227,31,
201228,49,
201229,31,
201230,35,
201231,40,
201232,39,
201233,19,
201234,27,
201235,21,
201236,23,
201237,37,
201238,39,
201239,38,
201240,41,
201241,41,
201242,52,
201243,54,3
201244,53,
201245,54,1
201246,48,2
201247,63,4
201248,59,7
201249,59,3
201250,100,3
201251,107,6
201252,106,10
201301,128,6
201302,106,8
201303,80,4
201304,85,3
201305,103,
201306,115,6
201307,122,2
201308,115,1
201309,105,
201310,91,1
201311,100,
201312,110,
201313,89,1
201314,67,
201315,76,2
201316,65,1
201317,53,
201318,67,1
201319,55,
201320,64,
201321,55,
201322,68,1
201323,62,
201324,65,
201325,51,
201326,42,
201327,51,
201328,55,
201329,47,
201330,36,
201331,50,
201332,32,
201333,51,
201334,35,
201335,34,
201336,30,
201337,35,
201338,55,
201339,47,
201340,57,
201341,62,
201342,65,
201343,63,1
201344,62,
201345,77,3
201346,68,
201347,63,3
201348,68,5
201349,76,9
201350,66,8
201351,77,5
201352,54,7
201401,78,10
201402,96,10
201403,71,5
201404,94,4
201405,69,4
201406,101,3
201407,111,2
201408,113,3
201409,121,
201410,108,1
201411,107,1
201412,105,
201413,85,1
201414,85,1
201415,69,
201416,52,
201417,59,
201418,80,
201419,47,1
201420,57,
201421,55,
201422,43,
201423,52,
201424,56,
201425,42,
201426,39,
201427,49,
201428,44,2
201429,53,
201430,45,
201431,32,
201432,41,
201433,37,
201434,30,
201435,27,
201436,37,
201437,51,
201438,54,
201439,59,
201440,55,1
201441,60,1
201442,64,1
201443,79,
201444,57,1
201445,68,
201446,70,1
201447,67,7
201448,60,2
201449,73,5
201450,85,8
201451,152,11
201452,125,4
201501,150,6
201502,184,3
201503,129,8
201504,118,3
201505,139,4
201506,135,1
201507,139,4
201508,130,2
201509,138,1
201510,103,1
201511,133,1
201512,116,1
201513,99,
201514,93,
201515,99,
201516,114,
201517,92,
201518,79,1
201519,73,
201520,82,
201521,77,1
201522,66,
201523,73,
201524,79,
201525,74,
201526,70,
201527,60,
201528,64,
201529,56,
201530,70,
201531,41,
201532,32,1
201533,47,
201534,56,1
201535,53,
201536,53,2
201537,62,
201538,62,1
201539,51,
201540,63,
201541,75,
201542,76,1
201543,88,2
201544,74,1
201545,91,1
201546,80,1
201547,82,3
201548,108,7
201549,118,6
201550,85,2
201551,136,12
201552,95,9
201553,123,10
201601,156,9
201602,143,3
201603,163,6
201604,164,4
201605,223,1
201606,215,4
201607,243,1
201608,235,2
201609,211,1
201610,214,
201611,231,3
201612,201,
201613,215,2
201614,167,
201615,140,3
201616,120,
201617,107,2
201618,103,1
201619,103,
201620,93,
201621,109,
201622,65,
201623,81,
201624,80,
201625,87,
201626,81,
201627,102,
201628,102,
201629,74,
201630,86,
201631,82,
201632,86,
201633,75,1
201634,76,
201635,68,
201636,73,
201637,58,1
201638,62,
201639,71,2
201640,97,
201641,77,1
201642,88,5
201643,113,4
201644,116,2
201645,116,4
201646,101,10
201647,128,9
201648,103,13
201649,106,8
201650,124,15
201651,148,12
201652,111,12
201701,167,10
201702,189,6
201703,179,2
201704,160,2
201705,186,2
201706,155,
201707,155,2
201708,130,
201709,107,2
201710,101,1
201711,123,1
201712,102,
201713,63,
201714,123,
201715,80,
201716,74,
201717,95,
201718,75,1
201719,82,
201720,78,
201721,89,
201722,52,
201723,78,
201724,73,
201725,64,
201726,78,1
201727,55,
201728,84,
201729,83,
201730,56,
201731,46,
201732,54,
201733,50,
201734,63,
201735,48,
201736,66,
201737,82,1
201738,90,
201739,98,
201740,107,
201741,80,
201742,93,
201743,84,
201744,100,3
201745,101,3
201746,109,4
201747,105,12
201748,130,14
201749,117,11
,,
age=45-54years,,
D_WeekNo,N,P
200948,35,2
200949,46,1
200950,56,2
200951,33,4
200952,47,4
200953,59,4
201001,88,7
201002,80,8
201003,67,7
201004,54,3
201005,56,1
201006,42,
201007,51,1
201008,67,3
201009,51,
201010,57,1
201011,45,
201012,35,1
201013,31,
201014,25,
201015,39,8
201016,35,
201017,44,
201018,30,1
201019,42,2
201020,40,3
201021,42,
201022,32,3
201023,41,
201024,35,
201025,34,1
201026,37,
201027,20,
201028,39,
201029,23,
201030,27,
201031,35,
201032,32,
201033,29,
201034,21,
201035,11,
201036,26,
201037,35,
201038,23,
201039,51,
201040,51,
201041,59,
201042,45,
201043,66,
201044,61,1
201045,59,
201046,54,
201047,81,
201048,70,2
201049,146,3
201050,328,7
201051,527,11
201052,551,11
201101,502,16
201102,393,18
201103,208,7
201104,164,4
201105,114,5
201106,127,1
201107,80,4
201108,90,1
201109,55,2
201110,67,
201111,51,
201112,72,
201113,64,1
201114,53,2
201115,59,
201116,64,
201117,35,1
201118,36,
201119,39,
201120,59,
201121,42,
201122,51,
201123,47,1
201124,45,
201125,54,
201126,58,
201127,45,1
201128,69,
201129,43,
201130,41,1
201131,42,
201132,39,1
201133,44,
201134,53,
201135,27,
201136,54,
201137,18,
201138,7,
201139,9,
201140,4,
201141,19,
201142,58,
201143,45,1
201144,48,2
201145,47,1
201146,49,2
201147,54,3
201148,50,2
201149,49,8
201150,66,6
201151,76,4
201152,44,11
201201,60,9
201202,82,8
201203,75,
201204,54,1
201205,67,4
201206,67,2
201207,56,2
201208,78,3
201209,79,
201210,64,3
201211,65,1
201212,66,
201213,51,1
201214,53,
201215,46,1
201216,51,
201217,54,
201218,48,
201219,31,
201220,44,
201221,55,
201222,41,
201223,37,
201224,46,
201225,50,
201226,36,
201227,40,
201228,50,
201229,36,
201230,41,
201231,32,
201232,36,
201233,49,
201234,29,
201235,30,
201236,27,
201237,36,
201238,41,
201239,47,
201240,50,
201241,40,
201242,46,
201243,51,
201244,56,
201245,63,1
201246,67,3
201247,59,6
201248,60,6
201249,53,6
201250,84,11
201251,116,6
201252,103,5
201301,128,8
201302,119,7
201303,113,1
201304,100,6
201305,95,4
201306,108,2
201307,148,1
201308,127,1
201309,118,5
201310,124,3
201311,99,
201312,89,3
201313,99,1
201314,88,
201315,103,
201316,97,2
201317,67,
201318,75,1
201319,80,
201320,66,
201321,75,
201322,66,
201323,76,1
201324,69,
201325,65,
201326,56,
201327,48,
201328,68,
201329,46,
201330,64,
201331,56,
201332,47,
201333,50,1
201334,48,
201335,42,
201336,50,
201337,53,
201338,52,
201339,63,
201340,77,
201341,65,
201342,68,1
201343,82,1
201344,79,1
201345,60,1
201346,57,1
201347,77,8
201348,71,6
201349,81,4
201350,92,9
201351,89,10
201352,54,8
201401,113,12
201402,108,6
201403,94,6
201404,98,5
201405,93,2
201406,101,4
201407,102,4
201408,105,1
201409,117,
201410,134,1
201411,98,
201412,113,2
201413,100,
201414,97,
201415,82,1
201416,66,1
201417,75,1
201418,73,
201419,80,
201420,62,
201421,52,1
201422,61,
201423,61,1
201424,52,
201425,64,
201426,56,
201427,43,
201428,62,
201429,49,
201430,44,
201431,43,
201432,39,
201433,51,
201434,51,
201435,46,
201436,49,1
201437,61,
201438,52,
201439,49,1
201440,67,
201441,64,1
201442,81,1
201443,71,
201444,63,1
201445,78,3
201446,75,3
201447,66,2
201448,74,8
201449,83,11
201450,132,17
201451,169,14
201452,152,9
201501,181,14
201502,256,12
201503,202,8
201504,145,8
201505,175,7
201506,144,4
201507,159,2
201508,158,1
201509,171,3
201510,149,
201511,157,3
201512,154,2
201513,148,1
201514,134,3
201515,139,
201516,136,
201517,122,
201518,103,2
201519,94,1
201520,94,
201521,101,2
201522,70,
201523,76,
201524,95,
201525,91,
201526,88,
201527,66,
201528,65,
201529,65,
201530,66,
201531,81,
201532,63,
201533,65,
201534,58,
201535,75,
201536,80,
201537,90,
201538,95,
201539,87,
201540,85,1
201541,94,
201542,107,1
201543,91,2
201544,100,1
201545,106,2
201546,100,2
201547,97,2
201548,100,6
201549,120,12
201550,136,10
201551,136,11
201552,119,11
201553,156,12
201601,185,12
201602,168,8
201603,183,6
201604,195,4
201605,254,6
201606,241,3
201607,233,8
201608,261,6
201609,260,4
201610,269,
201611,289,4
201612,235,1
201613,254,1
201614,219,3
201615,171,2
201616,154,1
201617,151,2
201618,106,2
201619,137,
201620,111,1
201621,123,
201622,100,
201623,85,
201624,100,
201625,100,
201626,92,
201627,120,
201628,134,
201629,110,
201630,91,
201631,75,
201632,91,
201633,71,
201634,85,1
201635,79,
201636,98,
201637,88,
201638,78,2
201639,92,2
201640,114,1
201641,105,1
201642,116,2
201643,139,3
201644,145,9
201645,144,10
201646,142,8
201647,162,20
201648,146,13
201649,156,23
201650,140,21
201651,197,15
201652,187,17
201701,254,12
201702,242,12
201703,228,13
201704,222,7
201705,252,3
201706,216,5
201707,193,3
201708,193,2
201709,180,2
201710,161,1
201711,125,1
201712,122,
201713,81,3
201714,167,
201715,105,
201716,101,
201717,99,
201718,98,
201719,109,1
201720,137,1
201721,104,1
201722,63,
201723,79,1
201724,100,
201725,77,
201726,91,
201727,108,
201728,84,1
201729,102,1
201730,79,
201731,77,
201732,93,
201733,83,
201734,80,1
201735,62,1
201736,95,
201737,101,
201738,103,
201739,101,1
201740,119,
201741,136,1
201742,107,3
201743,134,5
201744,121,3
201745,134,4
201746,152,9
201747,127,11
201748,180,12
201749,173,20
,,
age=55-64years,,
D_WeekNo,N,P
200948,27,3
200949,39,2
200950,26,2
200951,31,3
200952,53,5
200953,53,5
201001,89,14
201002,81,11
201003,77,12
201004,67,9
201005,63,5
201006,59,2
201007,54,3
201008,53,5
201009,62,4
201010,48,1
201011,40,2
201012,51,
201013,48,1
201014,42,1
201015,42,1
201016,41,1
201017,46,
201018,40,
201019,43,1
201020,31,
201021,51,
201022,31,
201023,49,1
201024,42,1
201025,48,
201026,39,
201027,43,
201028,32,
201029,31,1
201030,34,
201031,28,
201032,41,
201033,39,1
201034,37,
201035,34,
201036,33,
201037,39,
201038,34,
201039,52,
201040,49,
201041,54,
201042,51,
201043,48,
201044,71,1
201045,63,
201046,70,
201047,66,1
201048,93,
201049,137,6
201050,322,15
201051,432,29
201052,560,21
201101,447,21
201102,395,17
201103,250,14
201104,175,10
201105,125,4
201106,111,2
201107,92,3
201108,82,1
201109,94,3
201110,79,
201111,70,
201112,62,
201113,63,1
201114,73,1
201115,60,
201116,46,
201117,44,
201118,42,
201119,54,
201120,50,
201121,70,
201122,57,
201123,61,
201124,44,
201125,54,
201126,75,1
201127,49,
201128,44,
201129,55,
201130,32,
201131,38,
201132,35,
201133,45,
201134,39,
201135,44,
201136,42,
201137,14,
201138,4,
201139,8,
201140,1,
201141,10,1
201142,53,
201143,40,
201144,51,1
201145,45,1
201146,62,1
201147,43,
201148,66,1
201149,69,8
201150,68,4
201151,50,7
201152,56,9
201201,84,4
201202,102,8
201203,59,7
201204,69,8
201205,76,3
201206,73,1
201207,77,1
201208,89,6
201209,85,3
201210,71,3
201211,59,3
201212,75,3
201213,62,
201214,74,
201215,67,1
201216,60,2
201217,52,
201218,67,
201219,49,
201220,50,
201221,67,1
201222,59,
201223,42,1
201224,48,
201225,50,1
201226,33,1
201227,33,
201228,50,
201229,44,
201230,38,
201231,43,
201232,41,1
201233,36,
201234,32,
201235,26,
201236,40,
201237,33,
201238,45,
201239,39,
201240,62,
201241,61,2
201242,67,2
201243,60,
201244,75,
201245,66,5
201246,64,6
201247,76,10
201248,73,11
201249,56,8
201250,85,8
201251,103,15
201252,68,14
201301,120,12
201302,159,9
201303,96,12
201304,108,3
201305,92,5
201306,110,4
201307,148,3
201308,129,5
201309,127,3
201310,131,1
201311,127,2
201312,133,2
201313,113,3
201314,124,2
201315,121,1
201316,106,4
201317,96,2
201318,104,
201319,81,
201320,80,
201321,70,
201322,79,1
201323,79,
201324,66,
201325,93,
201326,66,1
201327,68,2
201328,67,
201329,82,
201330,74,
201331,59,
201332,55,
201333,75,
201334,62,
201335,53,
201336,47,
201337,43,
201338,65,
201339,61,
201340,66,2
201341,75,
201342,65,4
201343,81,
201344,91,1
201345,83,2
201346,80,4
201347,86,3
201348,85,9
201349,94,14
201350,93,14
201351,102,23
201352,66,12
201401,129,11
201402,122,16
201403,113,11
201404,105,11
201405,115,4
201406,98,5
201407,124,4
201408,122,2
201409,122,
201410,114,4
201411,124,2
201412,135,2
201413,110,2
201414,96,1
201415,115,2
201416,80,1
201417,93,2
201418,82,
201419,72,
201420,92,
201421,79,
201422,67,1
201423,51,
201424,71,
201425,58,
201426,68,
201427,67,
201428,68,
201429,78,
201430,48,
201431,60,
201432,59,
201433,54,1
201434,63,
201435,55,
201436,55,
201437,52,
201438,69,
201439,48,
201440,80,
201441,93,1
201442,78,1
201443,95,
201444,92,2
201445,94,2
201446,84,3
201447,79,5
201448,89,6
201449,119,11
201450,157,17
201451,188,16
201452,190,12
201501,234,13
201502,292,12
201503,214,14
201504,192,5
201505,210,3
201506,176,6
201507,177,8
201508,222,4
201509,185,5
201510,182,3
201511,188,3
201512,160,2
201513,177,
201514,135,2
201515,139,3
201516,146,
201517,126,
201518,126,2
201519,107,1
201520,121,1
201521,127,2
201522,103,
201523,128,
201524,115,
201525,104,1
201526,105,
201527,66,
201528,77,
201529,86,1
201530,94,
201531,84,
201532,65,1
201533,83,
201534,75,1
201535,82,2
201536,70,
201537,90,1
201538,99,
201539,100,1
201540,97,
201541,132,1
201542,134,
201543,130,1
201544,133,
201545,130,3
201546,112,7
201547,126,9
201548,119,8
201549,120,17
201550,154,16
201551,164,18
201552,143,18
201553,171,17
201601,229,15
201602,184,13
201603,228,8
201604,246,7
201605,281,7
201606,267,1
201607,274,5
201608,290,4
201609,292,4
201610,284,2
201611,296,3
201612,269,7
201613,299,3
201614,223,3
201615,193,
201616,210,1
201617,147,
201618,151,1
201619,140,
201620,132,
201621,118,
201622,91,
201623,107,1
201624,126,1
201625,132,
201626,110,1
201627,118,
201628,135,
201629,119,1
201630,121,1
201631,109,
201632,122,
201633,87,
201634,97,
201635,114,
201636,98,1
201637,105,
201638,115,2
201639,101,1
201640,117,2
201641,146,4
201642,133,2
201643,160,4
201644,158,4
201645,170,15
201646,151,18
201647,152,22
201648,163,25
201649,177,31
201650,187,27
201651,184,28
201652,231,25
201701,294,25
201702,291,21
201703,291,11
201704,270,9
201705,296,8
201706,269,3
201707,228,3
201708,221,4
201709,194,5
201710,181,2
201711,156,1
201712,155,3
201713,109,2
201714,200,
201715,137,
201716,119,
201717,107,1
201718,109,
201719,113,1
201720,137,1
201721,150,
201722,88,
201723,114,
201724,118,
201725,105,1
201726,91,1
201727,96,
201728,102,
201729,86,1
201730,104,
201731,95,
201732,124,
201733,78,
201734,84,
201735,80,
201736,96,
201737,132,1
201738,142,
201739,141,
201740,159,1
201741,155,
201742,156,5
201743,146,4
201744,155,2
201745,171,10
201746,171,10
201747,159,9
201748,197,19
201749,218,24
,,
age=65-74yrs,,
D_WeekNo,N,P
200948,19,3
200949,24,
200950,28,3
200951,23,4
200952,28,3
200953,41,3
201001,70,6
201002,49,9
201003,35,6
201004,41,
201005,39,4
201006,41,
201007,37,1
201008,41,1
201009,36,2
201010,37,
201011,22,
201012,30,2
201013,29,
201014,37,
201015,29,
201016,39,
201017,32,
201018,19,
201019,27,
201020,40,
201021,35,
201022,35,
201023,37,
201024,30,
201025,22,
201026,26,
201027,20,
201028,22,
201029,28,
201030,31,
201031,25,
201032,36,
201033,38,
201034,17,
201035,28,
201036,15,
201037,26,
201038,19,
201039,31,
201040,31,
201041,42,
201042,34,
201043,43,1
201044,48,
201045,46,1
201046,49,
201047,42,3
201048,48,2
201049,72,5
201050,192,7
201051,278,24
201052,353,21
201101,342,13
201102,297,16
201103,180,9
201104,122,6
201105,90,3
201106,69,5
201107,61,1
201108,59,4
201109,41,1
201110,46,
201111,37,
201112,35,
201113,40,1
201114,39,
201115,41,
201116,22,
201117,36,
201118,24,
201119,21,
201120,28,
201121,25,
201122,34,
201123,29,
201124,32,
201125,37,
201126,37,
201127,37,
201128,23,
201129,30,
201130,38,
201131,22,
201132,27,
201133,24,
201134,31,
201135,14,
201136,29,
201137,5,
201138,5,
201139,3,
201140,5,
201141,8,
201142,37,
201143,36,
201144,34,2
201145,33,
201146,38,1
201147,44,1
201148,37,2
201149,36,4
201150,37,2
201151,37,10
201152,46,5
201201,65,7
201202,51,7
201203,54,3
201204,54,2
201205,44,5
201206,46,1
201207,50,2
201208,57,2
201209,54,
201210,43,3
201211,42,2
201212,54,
201213,41,
201214,42,
201215,38,
201216,51,
201217,36,
201218,39,2
201219,45,
201220,47,
201221,50,
201222,40,
201223,25,1
201224,29,
201225,34,
201226,23,
201227,32,
201228,40,
201229,36,
201230,17,
201231,37,
201232,24,
201233,30,
201234,28,
201235,22,
201236,23,
201237,25,
201238,25,
201239,27,
201240,41,
201241,33,
201242,35,
201243,42,1
201244,51,2
201245,52,1
201246,50,3
201247,49,3
201248,45,3
201249,41,4
201250,46,9
201251,77,4
201252,70,9
201301,70,5
201302,112,9
201303,101,4
201304,95,5
201305,104,2
201306,109,2
201307,104,2
201308,124,3
201309,147,2
201310,94,5
201311,122,2
201312,140,1
201313,109,
201314,118,1
201315,121,2
201316,122,
201317,89,
201318,72,
201319,70,
201320,82,
201321,81,
201322,85,
201323,78,
201324,63,1
201325,84,
201326,74,
201327,78,1
201328,65,
201329,68,
201330,62,
201331,34,
201332,48,
201333,49,
201334,41,
201335,47,
201336,37,
201337,43,
201338,69,
201339,60,
201340,70,
201341,67,
201342,88,
201343,78,1
201344,81,2
201345,77,6
201346,75,4
201347,75,2
201348,89,10
201349,85,5
201350,78,10
201351,97,19
201352,90,10
201401,120,15
201402,113,17
201403,99,7
201404,98,9
201405,96,5
201406,87,2
201407,111,3
201408,124,6
201409,115,
201410,103,2
201411,109,1
201412,113,3
201413,102,1
201414,117,
201415,99,
201416,90,
201417,76,1
201418,73,
201419,68,
201420,73,
201421,67,
201422,65,
201423,74,
201424,61,
201425,64,
201426,51,
201427,55,
201428,51,
201429,55,
201430,59,
201431,50,
201432,51,1
201433,57,
201434,46,
201435,38,
201436,50,
201437,56,
201438,57,1
201439,56,
201440,61,
201441,62,1
201442,77,
201443,71,1
201444,81,2
201445,67,1
201446,81,4
201447,80,2
201448,77,1
201449,84,7
201450,116,17
201451,207,17
201452,181,15
201501,256,11
201502,328,20
201503,246,13
201504,205,11
201505,201,3
201506,154,7
201507,182,5
201508,196,6
201509,171,2
201510,163,
201511,174,2
201512,156,2
201513,164,1
201514,119,1
201515,147,1
201516,137,2
201517,135,2
201518,130,
201519,139,
201520,128,1
201521,112,1
201522,94,
201523,111,1
201524,100,1
201525,97,1
201526,82,
201527,57,
201528,91,
201529,83,
201530,79,
201531,64,
201532,68,1
201533,78,2
201534,67,
201535,85,
201536,68,
201537,76,1
201538,79,
201539,74,
201540,77,
201541,105,1
201542,100,1
201543,123,
201544,123,2
201545,115,5
201546,113,6
201547,124,5
201548,141,15
201549,109,8
201550,132,19
201551,144,20
201552,138,14
201553,178,14
201601,226,27
201602,214,10
201603,199,16
201604,222,7
201605,262,10
201606,234,4
201607,255,4
201608,301,10
201609,281,3
201610,293,3
201611,292,1
201612,307,5
201613,337,1
201614,271,1
201615,224,3
201616,188,
201617,188,1
201618,149,
201619,153,
201620,176,
201621,155,
201622,122,
201623,132,
201624,127,
201625,130,1
201626,130,
201627,146,
201628,137,
201629,130,
201630,113,1
201631,94,1
201632,109,
201633,117,1
201634,97,2
201635,95,
201636,99,
201637,86,1
201638,110,1
201639,95,2
201640,123,2
201641,147,1
201642,151,4
201643,180,1
201644,161,10
201645,198,5
201646,174,16
201647,186,27
201648,180,27
201649,178,27
201650,247,29
201651,261,35
201652,294,28
201701,402,28
201702,406,21
201703,362,26
201704,351,14
201705,353,11
201706,340,2
201707,296,9
201708,278,5
201709,219,2
201710,202,2
201711,197,
201712,156,2
201713,110,
201714,193,
201715,156,
201716,142,
201717,127,
201718,133,
201719,141,2
201720,133,1
201721,153,
201722,128,
201723,123,
201724,106,
201725,135,
201726,126,1
201727,112,1
201728,134,
201729,110,
201730,134,
201731,117,
201732,112,
201733,96,
201734,110,
201735,79,
201736,107,
201737,115,
201738,145,
201739,180,
201740,165,1
201741,207,2
201742,169,6
201743,159,5
201744,187,7
201745,178,6
201746,170,16
201747,202,18
201748,231,23
201749,201,28
,,
age=75+,,
D_WeekNo,N,P
200948,12,1
200949,17,1
200950,19,3
200951,24,2
200952,17,2
200953,34,8
201001,67,25
201002,184,71
201003,46,8
201004,40,1
201005,36,4
201006,35,2
201007,24,1
201008,40,
201009,30,
201010,22,1
201011,18,
201012,18,
201013,17,1
201014,12,
201015,33,
201016,22,1
201017,20,2
201018,15,
201019,24,
201020,19,
201021,23,
201022,19,
201023,25,
201024,18,
201025,20,
201026,13,
201027,40,
201028,14,
201029,17,
201030,13,
201031,12,
201032,22,
201033,11,
201034,30,
201035,13,
201036,10,1
201037,22,
201038,18,
201039,20,
201040,30,
201041,44,
201042,25,
201043,20,2
201044,35,
201045,27,1
201046,32,
201047,24,1
201048,36,6
201049,64,3
201050,164,11
201051,258,20
201052,288,21
201101,348,23
201102,272,26
201103,173,3
201104,118,12
201105,92,8
201106,76,1
201107,70,1
201108,53,1
201109,43,
201110,59,2
201111,49,
201112,56,
201113,55,
201114,40,
201115,36,1
201116,34,
201117,32,
201118,30,
201119,36,
201120,25,
201121,52,
201122,38,
201123,34,
201124,38,1
201125,32,
201126,25,
201127,35,
201128,31,1
201129,36,
201130,18,
201131,28,
201132,29,
201133,27,
201134,23,
201135,37,
201136,21,
201137,17,
201138,17,
201139,27,
201140,13,
201141,26,
201142,33,
201143,43,1
201144,47,1
201145,46,1
201146,48,1
201147,50,5
201148,47,4
201149,62,3
201150,49,3
201151,66,10
201152,69,5
201201,90,8
201202,76,6
201203,78,9
201204,63,4
201205,53,2
201206,121,3
201207,113,9
201208,121,5
201209,123,3
201210,120,1
201211,93,1
201212,77,
201213,72,5
201214,55,1
201215,55,
201216,68,
201217,53,
201218,46,
201219,55,
201220,50,
201221,36,
201222,43,
201223,34,
201224,54,
201225,37,
201226,34,
201227,38,
201228,44,
201229,38,
201230,23,
201231,31,
201232,42,
201233,31,
201234,31,
201235,25,
201236,38,
201237,37,
201238,38,1
201239,42,
201240,44,
201241,34,
201242,53,
201243,48,2
201244,72,1
201245,38,1
201246,56,1
201247,52,5
201248,53,1
201249,73,4
201250,93,13
201251,92,8
201252,95,15
201301,132,12
201302,106,7
201303,61,5
201304,79,2
201305,104,7
201306,77,1
201307,113,
201308,143,5
201309,137,2
201310,121,3
201311,155,
201312,178,5
201313,140,
201314,105,1
201315,149,
201316,91,1
201317,60,
201318,70,1
201319,78,
201320,53,4
201321,41,
201322,48,
201323,47,
201324,49,
201325,55,1
201326,47,
201327,52,
201328,56,
201329,31,
201330,47,
201331,49,
201332,33,
201333,23,
201334,28,
201335,39,
201336,37,
201337,26,
201338,44,
201339,31,
201340,35,
201341,60,
201342,46,
201343,45,
201344,57,
201345,64,1
201346,56,
201347,57,2
201348,59,5
201349,49,9
201350,76,11
201351,79,20
201352,67,8
201401,89,13
201402,79,7
201403,56,6
201404,71,12
201405,64,5
201406,66,2
201407,90,2
201408,101,2
201409,114,3
201410,99,2
201411,81,1
201412,88,1
201413,94,
201414,73,1
201415,73,
201416,61,
201417,57,
201418,65,
201419,56,1
201420,72,
201421,58,
201422,38,
201423,46,1
201424,36,
201425,38,1
201426,38,
201427,24,
201428,40,
201429,54,
201430,30,
201431,36,
201432,26,
201433,40,
201434,23,
201435,22,
201436,37,
201437,40,
201438,40,
201439,43,
201440,51,
201441,43,
201442,58,2
201443,55,
201444,33,
201445,56,
201446,74,2
201447,63,
201448,57,5
201449,65,8
201450,109,16
201451,258,10
201452,262,17
201501,465,24
201502,538,33
201503,430,23
201504,330,14
201505,272,11
201506,204,7
201507,216,6
201508,260,8
201509,191,5
201510,224,
201511,190,1
201512,195,2
201513,147,
201514,114,2
201515,146,
201516,111,1
201517,122,
201518,93,2
201519,87,
201520,125,1
201521,94,
201522,89,
201523,87,2
201524,72,1
201525,59,1
201526,73,1
201527,49,
201528,66,
201529,56,
201530,67,
201531,64,
201532,52,
201533,50,
201534,51,
201535,45,
201536,56,
201537,64,
201538,60,
201539,75,
201540,89,1
201541,87,1
201542,116,
201543,107,1
201544,108,
201545,120,2
201546,98,4
201547,104,6
201548,114,6
201549,105,11
201550,132,13
201551,143,21
201552,126,16
201553,202,22
201601,217,25
201602,185,14
201603,214,17
201604,203,7
201605,262,8
201606,256,10
201607,253,2
201608,292,6
201609,283,5
201610,302,3
201611,302,2
201612,312,6
201613,339,3
201614,333,2
201615,245,
201616,214,1
201617,154,3
201618,125,1
201619,157,
201620,99,
201621,114,
201622,126,
201623,114,
201624,140,
201625,121,
201626,125,1
201627,120,
201628,125,
201629,118,1
201630,88,
201631,91,
201632,85,
201633,73,
201634,70,
201635,79,1
201636,63,
201637,74,
201638,77,
201639,109,2
201640,96,
201641,110,2
201642,174,
201643,154,4
201644,152,7
201645,149,14
201646,188,31
201647,176,22
201648,189,31
201649,218,41
201650,251,58
201651,335,46
201652,535,41
201701,738,70
201702,913,61
201703,749,59
201704,678,19
201705,701,26
201706,560,9
201707,477,7
201708,466,5
201709,326,3
201710,232,2
201711,217,1
201712,177,
201713,168,2
201714,246,1
201715,182,1
201716,150,1
201717,157,1
201718,131,2
201719,129,
201720,138,1
201721,135,
201722,130,
201723,103,
201724,85,
201725,106,
201726,86,
201727,107,
201728,106,
201729,109,
201730,100,
201731,74,
201732,85,
201733,87,
201734,104,1
201735,77,
201736,108,
201737,122,
201738,112,1
201739,146,
201740,194,3
201741,202,6
201742,224,3
201743,158,1
201744,182,1
201745,187,10
201746,231,17
201747,224,17
201748,263,39
201749,311,35
